"birthdate","injuredDays","up15","photo2","isActive","idTeam","nick","number","insertDatetime","price","height","isNational","isExitLeague","initialPrice","fullName","photo","url","fisicStatus","imageTeam","license","idPlayer","birthplace","nationality","competitionAverage","teamNegative","numberJourney","team","isLocal","pointsJourney","keep","imageTeamNegative","position","isExtraCommunity","shortName","nameTeam","age","down15","computeMatch"
"03/01/2006",0,9.7,"0000827559_5-6_03.jpg",TRUE,6,"Gaspà",4,"20251002T143757+0000",172727,"190",TRUE,FALSE,110000,"Max Gaspà","0000827536_5-6_03.jpg",NA,"fit","75632.png","JFL",240,"Barcelona","España",3.5,<chr>,<int>,<chr>,<lgl>,<NULL>,3.5,"https://supermanager.acb.com/files/logo/75575.png",3,FALSE,"M. Gaspà","BAXI Manresa",20,-2.8,NA
"13/12/2008",0,5,"0000851603_5-6_03.jpg",TRUE,12,"Miteo",27,"20251204T210954+0000",167296,"206",FALSE,FALSE,110000,"Mervedi Miteo","0000851591_5-6_03.jpg",NA,"fit","75611.png","COT",261,"Kinshasa","Rep. Democrática del Congo",3.5,<chr>,<int>,<chr>,<lgl>,<dbl>,3,"https://supermanager.acb.com/files/logo/75557.png",5,FALSE,"M. Miteo","Dreamland Gran Canaria",17,1,NA
"28/02/1990",0,12.3,"0000827355_5-6_03.jpg",TRUE,6,"Pérez",55,"20250915T142624+0000",165882,"184",TRUE,FALSE,220000,"Dani Pérez","0000827340_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20203826","fit","75632.png","JFL",72,"L'Hospitalet de Llobregat","España",3.3,<chr>,<int>,<chr>,<lgl>,<dbl>,3.3,"https://supermanager.acb.com/files/logo/75575.png",1,FALSE,"D. Pérez","BAXI Manresa",36,-5.6,NA
"15/05/1998",0,11.7,"0000826396_5-6_03.jpg",TRUE,12,"Vila",4,"20250915T142624+0000",135714,"209",TRUE,FALSE,180000,"Eric Vila","0000826387_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20211456","fit","75611.png","JFL",148,"Girona","España",2.7,<chr>,<int>,<chr>,<lgl>,<dbl>,2.7,"https://supermanager.acb.com/files/logo/75557.png",5,FALSE,"E. Vila","Dreamland Gran Canaria",28,-6.2,NA
"25/11/1991",0,14,"defaultBody.jpg",TRUE,12,"Jefferson",21,"20260430T153936+0000",228491,"175",FALSE,FALSE,275000,"Brandon Jefferson","defaultFace.jpg",NA,"fit","75611.png","EXT",329,"Texas","EE.UU.",2.3,<chr>,<int>,<chr>,<lgl>,<dbl>,11.3,"https://supermanager.acb.com/files/logo/75557.png",1,TRUE,"B. Jefferson","Dreamland Gran Canaria",34,8.5,NA
"06/03/2006",0,3.5,"0000826533_5-6_03.jpg",TRUE,12,"Maniema",1,"20260113T195028+0000",78571,"193",TRUE,FALSE,120000,"Lucas Maniema","0000826518_5-6_03.jpg",NA,"fit","75611.png","JFL",277,"Geneve","Suiza",1.6,<chr>,<int>,<chr>,<lgl>,<NULL>,1.6,"https://supermanager.acb.com/files/logo/75557.png",1,FALSE,"L. Maniema","Dreamland Gran Canaria",20,-0.3,NA
"09/05/1997",0,6.4,"0000878719_5-6_03.jpg",TRUE,6,"Paulicap",22,"20260117T015025+0000",68906,"203",FALSE,FALSE,350000,"Pauly Paulicap","0000878713_5-6_03.jpg",NA,"injured","75632.png","EXT",280,"Elmont (New York)","EE.UU.",1.1,<chr>,<int>,<chr>,<lgl>,<dbl>,4.2,"https://supermanager.acb.com/files/logo/75575.png",5,TRUE,"P. Paulicap","BAXI Manresa",29,1.9,NA
"11/04/2005",0,2.5,"0000828048_5-6_03.jpg",TRUE,6,"Torreblanca",44,"20251216T102724+0000",110000,"185",TRUE,FALSE,110000,"Ferran Torreblanca","0000828046_5-6_03.jpg",NA,"fit","75632.png","JFL",268,"Manresa","España",0,<chr>,<int>,<chr>,<lgl>,<NULL>,2.2,"https://supermanager.acb.com/files/logo/75575.png",3,FALSE,"F. Torreblanca","BAXI Manresa",21,1.9,NA
"16/11/2007",0,7,"0000828052_5-6_03.jpg",TRUE,6,"Naspler",45,"20260305T195250+0000",86700,"195",TRUE,FALSE,120000,"Guillem Naspler","0000828051_5-6_03.jpg",NA,"fit","75632.png","JFL",307,"Artés","España",-0.5,<chr>,<int>,<chr>,<lgl>,<NULL>,6.2,"https://supermanager.acb.com/files/logo/75575.png",3,FALSE,"G. Naspler","BAXI Manresa",18,5.4,NA
"23/08/2008",0,14.9,"0000828049_5-6_03.jpg",TRUE,6,"Fernández",42,"20251207T150952+0000",15647,"184",TRUE,FALSE,110000,"Gerard Fernández","0000837366_5-6_03.jpg",NA,"fit","75632.png","JFL",266,"Manresa","España",-0.9,<chr>,<int>,<chr>,<lgl>,<dbl>,14.3,"https://supermanager.acb.com/files/logo/75575.png",1,FALSE,"G. Fernández","BAXI Manresa",17,13.7,NA
"29/04/1996",0,149.4,"0000827883_5-6_03.jpg",TRUE,2,"Bozic",29,"20250915T142623+0000",1255312,"200",FALSE,FALSE,550000,"Luka Bozic","0000827872_5-6_03.jpg","https://www.acb.com/jugador/temporada-a-temporada/id/30003420","fit","2425CoviranGranadapositivo.png","EUR",14,"Bjelovar","Croacia",25.1,<chr>,<int>,<chr>,<lgl>,<dbl>,25.1,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",5,FALSE,"L. Bozic","Coviran Granada",30,-99.2,NA
"02/04/1989",0,111.6,"0000831010_5-6_03.jpg",TRUE,11,"Shermadini",19,"20250915T142624+0000",1014828,"217",FALSE,FALSE,8e+05,"Giorgi Shermadini","0000831003_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210659","fit","2425LaLagunaTenerifeLogo.png","EUR",127,"Mtskheta","Georgia",20.3,<chr>,<int>,<chr>,<lgl>,<dbl>,20.3,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",5,FALSE,"G. Shermadini","La Laguna Tenerife",37,-71,NA
"25/05/1983",0,100.5,"0000831121_5-6_03.jpg",TRUE,11,"Huertas",9,"20250915T142624+0000",939286,"191",FALSE,FALSE,820000,"Marcelinho Huertas","0000831109_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20201760","injured","2425LaLagunaTenerifeLogo.png","EUR",129,"Sao Paulo","Italia",18.8,<chr>,<int>,<chr>,<lgl>,<dbl>,18.8,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",1,FALSE,"M. Huertas","La Laguna Tenerife",42,-62.9,NA
"11/08/1988",0,35.5,"0000898921_5-6_03.jpg",TRUE,11,"Mills",88,"20260320T135252+0000",756250,"183",FALSE,FALSE,460000,"Patty Mills","0000898914_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30005322","fit","2425LaLagunaTenerifeLogo.png","EXT",318,"Camberra","Australia",15.1,<chr>,<int>,<chr>,<lgl>,<dbl>,15.1,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",1,TRUE,"P. Mills","La Laguna Tenerife",37,-5.3,NA
"04/06/1993",0,68.5,"0000831050_5-6_03.jpg",TRUE,11,"Fernández",3,"20250915T142624+0000",622414,"186",TRUE,FALSE,250000,"Jaime Fernández","0000831035_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20204124","fit","2425LaLagunaTenerifeLogo.png","JFL",136,"Madrid","España",12.4,<chr>,<int>,<chr>,<lgl>,<dbl>,12.4,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",3,FALSE,"J. Fernández","La Laguna Tenerife",32,-43.6,NA
"12/09/2001",0,51,"0000866241_5-6_03.jpg",TRUE,2,"Pérez",24,"20251219T162723+0000",573182,"190",FALSE,FALSE,4e+05,"Jassel Perez","0000866230_5-6_03.jpg",NA,"fit","2425CoviranGranadapositivo.png","COT",271,"San Cristobal","República Dominicana",11.5,<chr>,<int>,<chr>,<lgl>,<dbl>,11.5,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",3,FALSE,"J. Pérez","Coviran Granada",24,-28.1,NA
"27/02/1993",0,51.4,"0000866223_5-6_03.jpg",TRUE,2,"Costa",15,"20250915T142624+0000",494074,"187",TRUE,FALSE,150000,"Lluís Costa","0000855417_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20209470","fit","2425CoviranGranadapositivo.png","JFL",133,"Sant Just Desvern","España",9.9,<chr>,<int>,<chr>,<lgl>,<dbl>,9.9,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",1,FALSE,"L. Costa","Coviran Granada",33,-31.6,NA
"23/12/1992",0,55,"0000830991_5-6_03.jpg",TRUE,11,"Guerra",35,"20250915T142624+0000",486667,"214",TRUE,FALSE,590000,"Fran Guerra","0000830977_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20209934","fit","2425LaLagunaTenerifeLogo.png","JFL",138,"Las Palmas de Gran Canaria","España",9.7,<chr>,<int>,<chr>,<lgl>,<dbl>,9.7,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",5,FALSE,"F. Guerra","La Laguna Tenerife",33,-35.5,NA
"26/09/1991",0,54.2,"0000831172_5-6_03.jpg",TRUE,11,"Scrubb",11,"20250915T142624+0000",467097,"198",FALSE,FALSE,380000,"Thomas Scrubb","0000831161_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30001166","fit","2425LaLagunaTenerifeLogo.png","EUR",126,"Montreal","Reino Unido",9.3,<chr>,<int>,<chr>,<lgl>,<dbl>,9.3,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",3,FALSE,"T. Scrubb","La Laguna Tenerife",34,-35.5,NA
"16/08/1992",0,50.9,"0000831151_5-6_03.jpg",TRUE,11,"Giedraitis",31,"20250915T142624+0000",462759,"200",FALSE,FALSE,330000,"Rokas Giedraitis","0000831145_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30000306","injured","2425LaLagunaTenerifeLogo.png","EUR",128,"Taurage","Lituania",9.3,<chr>,<int>,<chr>,<lgl>,<NULL>,9.3,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",3,FALSE,"R. Giedraitis","La Laguna Tenerife",33,-32.4,NA
"11/06/1999",0,30.1,"0000834298_5-6_03.jpg",TRUE,2,"Valtonen",11,"20250915T142623+0000",443333,"200",FALSE,FALSE,390000,"Elias Valtonen","0000834287_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30001214","fit","2425CoviranGranadapositivo.png","EUR",15,"Eura","Finlandia",8.9,<chr>,<int>,<chr>,<lgl>,<dbl>,8.9,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",3,FALSE,"E. Valtonen","Coviran Granada",26,-12.4,NA
"31/03/1995",0,32.4,"0000870534_5-6_03.jpg",TRUE,2,"Alibegovic",14,"20260103T191110+0000",437647,"206",FALSE,FALSE,5e+05,"Amar Alibegovic","0000870524_5-6_03.jpg",NA,"fit","2425CoviranGranadapositivo.png","EUR",273,"Corvallis (Oregon)","Bosnia y Herzegovina",8.8,<chr>,<int>,<chr>,<lgl>,<dbl>,8.8,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",5,FALSE,"A. Alibegovic","Coviran Granada",31,-14.9,NA
"05/12/1985",0,48.2,"0000830931_5-6_03.jpg",TRUE,11,"Doornekamp",42,"20250915T142624+0000",426333,"201",FALSE,FALSE,340000,"Aaron Doornekamp","0000830913_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212189","fit","2425LaLagunaTenerifeLogo.png","EUR",131,"Napanee","Países Bajos",8.5,<chr>,<int>,<chr>,<lgl>,<dbl>,8.5,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",5,FALSE,"A. Doornekamp","La Laguna Tenerife",40,-31.1,NA
"17/09/1989",0,40.7,"0000831186_5-6_03.jpg",TRUE,11,"Abromaitis",21,"20250915T142624+0000",350968,"203",FALSE,FALSE,310000,"Tim Abromaitis","0000831180_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20211625","fit","2425LaLagunaTenerifeLogo.png","EUR",125,"Waterbury (Connecticut)","EE.UU.",7,<chr>,<int>,<chr>,<lgl>,<dbl>,7,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",5,FALSE,"T. Abromaitis","La Laguna Tenerife",36,-26.7,NA
"02/08/1991",0,40.4,"0000830945_5-6_03.jpg",TRUE,11,"Fitipaldo",6,"20250915T142624+0000",348065,"183",FALSE,FALSE,420000,"Bruno Fitipaldo","0000830934_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212972","fit","2425LaLagunaTenerifeLogo.png","EUR",130,"Montevideo","Italia",7,<chr>,<int>,<chr>,<lgl>,<dbl>,7,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",1,FALSE,"B. Fitipaldo","La Laguna Tenerife",34,-26.5,NA
"31/01/1992",0,39.7,"0000827699_5-6_03.jpg",TRUE,2,"Olumuyiwa",7,"20250915T142623+0000",342581,"203",FALSE,FALSE,250000,"Babatunde Olumuyiwa","0000827692_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30000213","fit","2425CoviranGranadapositivo.png","COT",13,"Los Angeles (California)","Sierra Leona",6.9,<chr>,<int>,<chr>,<lgl>,<dbl>,6.9,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",5,FALSE,"B. Olumuyiwa","Coviran Granada",34,-26,NA
"22/01/1996",0,29.3,"0000831206_5-6_03.jpg",TRUE,11,"Van Beck",4,"20250915T142624+0000",340476,"192",FALSE,FALSE,410000,"Wesley Van Beck","0000831198_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003999","fit","2425LaLagunaTenerifeLogo.png","EXT",132,"Houston (Texas)","EE.UU.",6.8,<chr>,<int>,<chr>,<lgl>,<dbl>,6.8,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",3,TRUE,"W. Van Beck","La Laguna Tenerife",30,-15.7,NA
"11/09/2001",0,20.5,"0000827858_5-6_03.jpg",TRUE,2,"Kljajic",3,"20250915T142623+0000",330769,"195",TRUE,FALSE,120000,"Jovan Kljajic","0000827849_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212462","fit","2425CoviranGranadapositivo.png","JFL",19,"Podgorica","Montenegro",6.6,<chr>,<int>,<chr>,<lgl>,<NULL>,6.6,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",3,FALSE,"J. Kljajic","Coviran Granada",24,-7.3,NA
"06/07/1995",0,13.5,"0000876596_5-6_03.jpg",TRUE,2,"Ngouama",93,"20260116T195024+0000",296700,"188",FALSE,FALSE,380000,"Mehdy Ngouama","0000876583_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30002524","injured","2425CoviranGranadapositivo.png","EUR",278,"Le Blamc -Mesnil","Francia",6.2,<chr>,<int>,<chr>,<lgl>,<NULL>,2.8,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",1,FALSE,"M. Ngouama","Coviran Granada",30,-7.9,NA
"25/10/1993",0,23.1,"0000866267_5-6_03.jpg",TRUE,2,"Howard",25,"20251206T030950+0000",3e+05,"203",FALSE,FALSE,275000,"William Howard","0000866251_5-6_03.jpg",NA,"fit","2425CoviranGranadapositivo.png","EUR",264,"Montbrisol","Francia",6,<chr>,<int>,<chr>,<lgl>,<dbl>,6,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",3,FALSE,"W. Howard","Coviran Granada",32,-11.1,NA
"11/02/1994",0,26,"0000866284_5-6_03.jpg",TRUE,2,"Brimah",37,"20251206T030950+0000",283043,"213",FALSE,FALSE,350000,"Amida Brimah","0000866272_5-6_03.jpg",NA,"fit","2425CoviranGranadapositivo.png","COT",263,"Accra","Ghana",5.7,<chr>,<int>,<chr>,<lgl>,<dbl>,5.7,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",5,FALSE,"A. Brimah","Coviran Granada",32,-14.7,NA
"07/02/1990",0,29.7,"0000827826_5-6_03.jpg",TRUE,2,"Rousselle",2,"20250915T142623+0000",249687,"192",FALSE,FALSE,330000,"Jonathan Rousselle","0000827822_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30000063","fit","2425CoviranGranadapositivo.png","EUR",16,"Seclin","Francia",5,<chr>,<int>,<chr>,<lgl>,<dbl>,5,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",1,FALSE,"J. Rousselle","Coviran Granada",36,-19.7,NA
"03/01/1994",0,16.5,"0000827728_5-6_03.jpg",TRUE,2,"Burjanadze",77,"20250915T142623+0000",199000,"201",TRUE,FALSE,380000,"Beqa Burjanadze","0000827718_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20204145","injured","2425CoviranGranadapositivo.png","JFL",22,"Tbilisi","Georgia",4,<chr>,<int>,<chr>,<lgl>,<NULL>,4,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",5,FALSE,"B. Burjanadze","Coviran Granada",32,-8.6,NA
"10/12/1991",0,17.2,"0000831068_5-6_03.jpg",TRUE,11,"Sastre",15,"20250915T142624+0000",186957,"201",TRUE,FALSE,2e+05,"Joan Sastre","0000831055_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20203882","fit","2425LaLagunaTenerifeLogo.png","JFL",135,"Inca","España",3.7,<chr>,<int>,<chr>,<lgl>,<dbl>,3.7,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",3,FALSE,"J. Sastre","La Laguna Tenerife",34,-9.7,NA
"05/09/1989",0,0,"0000827966_5-6_03.jpg",TRUE,2,"Tomàs",19,"20250915T142623+0000",28867,"200",TRUE,FALSE,150000,"Pere Tomàs","0000827957_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20203675","fit","2425CoviranGranadapositivo.png","JFL",18,"Llucmajor (Mallorca)","España",0.7,<chr>,<int>,<chr>,<lgl>,<dbl>,-1.1,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",3,FALSE,"P. Tomàs","Coviran Granada",36,-2.2,NA
"06/03/2002",0,5.7,"0000831032_5-6_03.jpg",TRUE,11,"Alderete",33,"20250915T142624+0000",43715,"203",TRUE,FALSE,180000,"Héctor Alderete","0000831022_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212488","fit","2425LaLagunaTenerifeLogo.png","JFL",137,"Madrid","España",0.7,<chr>,<int>,<chr>,<lgl>,<dbl>,3.6,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",3,FALSE,"H. Alderete","La Laguna Tenerife",24,1.5,NA
"04/06/2005",0,2.8,"0000840374_5-6_03.jpg",TRUE,2,"Cerdá",34,"20260117T195023+0000",120000,"216",TRUE,FALSE,120000,"Osi Cerdá","0000840361_5-6_03.jpg",NA,"fit","2425CoviranGranadapositivo.png","JFL",281,"Madrid","España",0,<chr>,<int>,<chr>,<lgl>,<NULL>,2.4,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",5,FALSE,"O. Cerdá","Coviran Granada",20,2,NA
"07/04/2007",0,3.2,"0000897615_5-6_03.jpg",TRUE,11,"Sangare",24,"20260314T195253+0000",140000,"204",TRUE,FALSE,140000,"Mohamed Sangare","0000897607_5-6_03.jpg",NA,"fit","2425LaLagunaTenerifeLogo.png","JFL",317,"Bamako","Malí",0,<chr>,<int>,<chr>,<lgl>,<NULL>,2.8,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",5,FALSE,"M. Sangare","La Laguna Tenerife",19,2.4,NA
"16/10/2004",0,8.1,"0000830971_5-6_03.jpg",TRUE,11,"Bordón",16,"20250918T180459+0000",45258,"191",FALSE,FALSE,120000,"Dylan Bordón","0000830960_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30002042/temporada_id/2025/casa_fuera_id/0/victorias_derrotas_id/0/mes_id/0#cuerpo","fit","2425LaLagunaTenerifeLogo.png","EUR",232,"Corrientes","Italia",-0.1,<chr>,<int>,<chr>,<lgl>,<dbl>,7.1,"https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png",1,FALSE,"D. Bordón","La Laguna Tenerife",21,6.2,NA
"01/05/1991",0,15,"0000827757_5-6_03.jpg",TRUE,2,"Durán",16,"20250915T142623+0000",17472,"191",TRUE,FALSE,170000,"Edu Durán","0000827749_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20213001","fit","2425CoviranGranadapositivo.png","JFL",21,"Madrid","España",-0.6,<chr>,<int>,<chr>,<lgl>,<dbl>,14.2,"https://supermanager.acb.com/files/logo/2425CoviranGranadanegativo.png",3,FALSE,"E. Durán","Coviran Granada",35,13.5,NA
"10/04/2000",0,102.1,"0000835904_5-6_03.jpg",TRUE,13,"Pantzar",19,"20250915T142624+0000",928621,"190",TRUE,FALSE,630000,"Melwin Pantzar","0000835895_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212357","fit","logo_surnebb_pos.png","JFL",158,"Valsta","Suecia",18.6,<chr>,<int>,<chr>,<lgl>,<dbl>,18.6,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",1,FALSE,"M. Pantzar","Surne Bilbao",26,-65,NA
"28/10/1997",0,93.8,"0000835969_5-6_03.jpg",TRUE,13,"Hlinason",32,"20250915T142624+0000",830000,"215",FALSE,FALSE,640000,"Tryggvi Hlinason","0000835957_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212461","fit","logo_surnebb_pos.png","EUR",153,"Akureyri","Islandia",16.6,<chr>,<int>,<chr>,<lgl>,<dbl>,16.6,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",5,FALSE,"T. Hlinason","Surne Bilbao",28,-60.6,NA
"12/10/1996",0,87,"0000830194_5-6_03.jpg",TRUE,3,"Livingston",11,"20250915T142623+0000",730938,"181",FALSE,FALSE,570000,"Otis Livingston","0000830179_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003939","fit","BASQUET-GIRONA-Logonegativo2223.png","EXT",27,"Illinois","EE.UU.",14.6,<chr>,<int>,<chr>,<lgl>,<dbl>,14.6,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",1,TRUE,"O. Livingston","Bàsquet Girona",29,-57.7,NA
"20/10/1994",0,85.8,"0000830082_5-6_03.jpg",TRUE,3,"Geben",12,"20250915T142623+0000",721250,"208",FALSE,FALSE,560000,"Martinas Geben","0000830071_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30002443","fit","BASQUET-GIRONA-Logonegativo2223.png","EUR",25,"Vilnus","Lituania",14.4,<chr>,<int>,<chr>,<lgl>,<dbl>,14.4,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",5,FALSE,"M. Geben","Bàsquet Girona",31,-57,NA
"21/11/2002",0,44.9,"0000830032_5-6_03.jpg",TRUE,3,"Fernández",21,"20250915T142623+0000",582778,"210",TRUE,FALSE,450000,"Juan Fernández","0000830024_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30000138","fit","BASQUET-GIRONA-Logonegativo2223.png","JFL",31,"Santa Fe","España",11.7,<chr>,<int>,<chr>,<lgl>,<NULL>,11.7,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",5,FALSE,"J. Fernández","Bàsquet Girona",23,-21.6,NA
"13/04/1993",0,58.9,"0000835758_5-6_03.jpg",TRUE,13,"Hilliard",11,"20250915T142624+0000",550714,"198",FALSE,FALSE,520000,"Darrun Hilliard","0000835743_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20212984","fit","logo_surnebb_pos.png","EXT",157,"Bethlehem (Pennsylvania)","EE.UU.",11,<chr>,<int>,<chr>,<lgl>,<dbl>,11,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",3,TRUE,"D. Hilliard","Surne Bilbao",33,-36.9,NA
"10/03/1995",0,58.3,"0000835889_5-6_03.jpg",TRUE,13,"Krampelj",10,"20250915T142624+0000",515667,"206",FALSE,FALSE,4e+05,"Martin Krampelj","0000835873_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30000192","fit","logo_surnebb_pos.png","EUR",152,"Ljubljana","Eslovenia",10.3,<chr>,<int>,<chr>,<lgl>,<dbl>,10.3,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",5,FALSE,"M. Krampelj","Surne Bilbao",31,-37.6,NA
"02/03/1999",0,57.4,"0000830210_5-6_03.jpg",TRUE,3,"Busquets",4,"20250915T142623+0000",482187,"201",TRUE,FALSE,3e+05,"Pep Busquets","0000830205_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20211754","fit","BASQUET-GIRONA-Logonegativo2223.png","JFL",32,"Granollers","España",9.6,<chr>,<int>,<chr>,<lgl>,<dbl>,9.6,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",3,FALSE,"P. Busquets","Bàsquet Girona",27,-38.1,NA
"10/05/1999",0,54.1,"0000830253_5-6_03.jpg",TRUE,3,"Martínez",23,"20250915T142623+0000",466774,"202",TRUE,FALSE,250000,"Sergi Martínez","0000830245_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/20210335","fit","BASQUET-GIRONA-Logonegativo2223.png","JFL",29,"Rubí","España",9.3,<chr>,<int>,<chr>,<lgl>,<dbl>,9.3,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",3,FALSE,"S. Martínez","Bàsquet Girona",27,-35.5,NA
"27/05/1997",0,45.5,"0000835792_5-6_03.jpg",TRUE,13,"Frey",3,"20250915T142624+0000",450000,"188",FALSE,FALSE,380000,"Harald Frey","0000835775_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003398","fit","logo_surnebb_pos.png","EUR",151,"Oslo","Noruega",9,<chr>,<int>,<chr>,<lgl>,<dbl>,9,"https://supermanager.acb.com/files/logo/logo_surnebb_neg.png",1,FALSE,"H. Frey","Surne Bilbao",28,-27.5,NA
"15/02/1997",0,50.1,"0000830058_5-6_03.jpg",TRUE,3,"Hughes",8,"20250915T142623+0000",421250,"199",FALSE,FALSE,430000,"Mark Hughes","0000830052_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30004008","fit","BASQUET-GIRONA-Logonegativo2223.png","EXT",28,"Youngstown (Ohio)","EE.UU.",8.4,<chr>,<int>,<chr>,<lgl>,<dbl>,8.4,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",3,TRUE,"M. Hughes","Bàsquet Girona",29,-33.3,NA
"20/10/1990",0,50,"0000829969_5-6_03.jpg",TRUE,3,"Needham",5,"20250915T142623+0000",420000,"180",FALSE,FALSE,480000,"Derek Needham","0000829958_5-6_03.jpg","https://www.acb.com/jugador/todos-sus-partidos/id/30003946","fit","BASQUET-GIRONA-Logonegativo2223.png","EUR",34,"Harvey","Montenegro",8.4,<chr>,<int>,<chr>,<lgl>,<dbl>,8.4,"https://supermanager.acb.com/files/logo/BASQUET-GIRONA-Logonegativo2223.png",1,FALSE,"D. Needham","Bàsquet Girona",35,-33.2,NA
